Sequence id,Sequence Description,gene_KO_number,organism id
0,>AT1G51370.2 | Symbols:  | F-box/RNI-like/FBD-like domains-containing protein | chr1:19045615-19046748 FORWARD LENGTH=346,N.A.,ath:AT1G51370
194,>AT1G36980.1 | Symbols:  | unknown protein; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0220 (InterPro:IPR007919); Has 424 Blast hits to 424 proteins in 159 species: Archae - 0; Bacteria - 0; Metazoa - 228; Fungi - 120; Plants - 62; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink). | chr1:14025084-14026727 FORWARD LENGTH=135,N.A.,jcu:105638875
194,>AT1G36980.1 | Symbols:  | unknown protein; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0220 (InterPro:IPR007919); Has 424 Blast hits to 424 proteins in 159 species: Archae - 0; Bacteria - 0; Metazoa - 228; Fungi - 120; Plants - 62; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink). | chr1:14025084-14026727 FORWARD LENGTH=135,N.A.,cmo:103499276
194,>AT1G36980.1 | Symbols:  | unknown protein; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0220 (InterPro:IPR007919); Has 424 Blast hits to 424 proteins in 159 species: Archae - 0; Bacteria - 0; Metazoa - 228; Fungi - 120; Plants - 62; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink). | chr1:14025084-14026727 FORWARD LENGTH=135,N.A.,csv:101218060
195,>AT1G67140.1 | Symbols: SWEETIE | HEAT repeat-containing protein | chr1:25101016-25117372 REVERSE LENGTH=2221,N.A.,ath:AT1G67140
195,>AT1G67140.1 | Symbols: SWEETIE | HEAT repeat-containing protein | chr1:25101016-25117372 REVERSE LENGTH=2221,N.A.,crb:CARUB_v10021924mg
195,>AT1G67140.1 | Symbols: SWEETIE | HEAT repeat-containing protein | chr1:25101016-25117372 REVERSE LENGTH=2221,N.A.,eus:EUTSA_v10017993mg
195,>AT1G67140.1 | Symbols: SWEETIE | HEAT repeat-containing protein | chr1:25101016-25117372 REVERSE LENGTH=2221,N.A.,brp:103831150
195,>AT1G67140.1 | Symbols: SWEETIE | HEAT repeat-containing protein | chr1:25101016-25117372 REVERSE LENGTH=2221,N.A.,aly:ARALYDRAFT_475810
195,>AT1G67140.1 | Symbols: SWEETIE | HEAT repeat-containing protein | chr1:25101016-25117372 REVERSE LENGTH=2221,N.A.,cit:102616027
195,>AT1G67140.1 | Symbols: SWEETIE | HEAT repeat-containing protein | chr1:25101016-25117372 REVERSE LENGTH=2221,N.A.,tcc:TCM_019487
195,>AT1G67140.1 | Symbols: SWEETIE | HEAT repeat-containing protein | chr1:25101016-25117372 REVERSE LENGTH=2221,N.A.,jcu:105638716
195,>AT1G67140.1 | Symbols: SWEETIE | HEAT repeat-containing protein | chr1:25101016-25117372 REVERSE LENGTH=2221,N.A.,vvi:100263559
195,>AT1G67140.1 | Symbols: SWEETIE | HEAT repeat-containing protein | chr1:25101016-25117372 REVERSE LENGTH=2221,N.A.,pxb:103944414
196,>AT1G65550.1 | Symbols:  | Xanthine/uracil permease family protein | chr1:24367694-24370800 REVERSE LENGTH=541,N.A.,ath:AT1G65550
196,>AT1G65550.1 | Symbols:  | Xanthine/uracil permease family protein | chr1:24367694-24370800 REVERSE LENGTH=541,N.A.,aly:ARALYDRAFT_662385
196,>AT1G65550.1 | Symbols:  | Xanthine/uracil permease family protein | chr1:24367694-24370800 REVERSE LENGTH=541,N.A.,aly:ARALYDRAFT_475654
196,>AT1G65550.1 | Symbols:  | Xanthine/uracil permease family protein | chr1:24367694-24370800 REVERSE LENGTH=541,N.A.,crb:CARUB_v10003264mg
196,>AT1G65550.1 | Symbols:  | Xanthine/uracil permease family protein | chr1:24367694-24370800 REVERSE LENGTH=541,N.A.,eus:EUTSA_v10005426mg
196,>AT1G65550.1 | Symbols:  | Xanthine/uracil permease family protein | chr1:24367694-24370800 REVERSE LENGTH=541,K14611,brp:103837187
196,>AT1G65550.1 | Symbols:  | Xanthine/uracil permease family protein | chr1:24367694-24370800 REVERSE LENGTH=541,K14611,tcc:TCM_019285
196,>AT1G65550.1 | Symbols:  | Xanthine/uracil permease family protein | chr1:24367694-24370800 REVERSE LENGTH=541,K14611,jcu:105630833
196,>AT1G65550.1 | Symbols:  | Xanthine/uracil permease family protein | chr1:24367694-24370800 REVERSE LENGTH=541,K14611,mdm:103400384
196,>AT1G65550.1 | Symbols:  | Xanthine/uracil permease family protein | chr1:24367694-24370800 REVERSE LENGTH=541,K14611,fve:101297806
197,>AT1G21090.1 | Symbols:  | Cupredoxin superfamily protein | chr1:7384854-7386199 FORWARD LENGTH=242,N.A.,ath:AT1G21090
197,>AT1G21090.1 | Symbols:  | Cupredoxin superfamily protein | chr1:7384854-7386199 FORWARD LENGTH=242,N.A.,aly:ARALYDRAFT_313015
197,>AT1G21090.1 | Symbols:  | Cupredoxin superfamily protein | chr1:7384854-7386199 FORWARD LENGTH=242,N.A.,crb:CARUB_v10010147mg
197,>AT1G21090.1 | Symbols:  | Cupredoxin superfamily protein | chr1:7384854-7386199 FORWARD LENGTH=242,N.A.,brp:103872902
197,>AT1G21090.1 | Symbols:  | Cupredoxin superfamily protein | chr1:7384854-7386199 FORWARD LENGTH=242,N.A.,eus:EUTSA_v10008611mg
197,>AT1G21090.1 | Symbols:  | Cupredoxin superfamily protein | chr1:7384854-7386199 FORWARD LENGTH=242,N.A.,brp:103829392
197,>AT1G21090.1 | Symbols:  | Cupredoxin superfamily protein | chr1:7384854-7386199 FORWARD LENGTH=242,N.A.,sly:101252389
197,>AT1G21090.1 | Symbols:  | Cupredoxin superfamily protein | chr1:7384854-7386199 FORWARD LENGTH=242,N.A.,vvi:100257188
197,>AT1G21090.1 | Symbols:  | Cupredoxin superfamily protein | chr1:7384854-7386199 FORWARD LENGTH=242,N.A.,sot:102585764
197,>AT1G21090.1 | Symbols:  | Cupredoxin superfamily protein | chr1:7384854-7386199 FORWARD LENGTH=242,N.A.,mtr:MTR_1g098580
198,>AT1G28520.1 | Symbols: VOZ1- ATVOZ1 | vascular plant one zinc finger protein | chr1:10029713-10031479 FORWARD LENGTH=486,N.A.,ath:AT1G28520
198,>AT1G28520.1 | Symbols: VOZ1- ATVOZ1 | vascular plant one zinc finger protein | chr1:10029713-10031479 FORWARD LENGTH=486,N.A.,aly:ARALYDRAFT_473072
198,>AT1G28520.1 | Symbols: VOZ1- ATVOZ1 | vascular plant one zinc finger protein | chr1:10029713-10031479 FORWARD LENGTH=486,N.A.,eus:EUTSA_v10007498mg
198,>AT1G28520.1 | Symbols: VOZ1- ATVOZ1 | vascular plant one zinc finger protein | chr1:10029713-10031479 FORWARD LENGTH=486,N.A.,crb:CARUB_v10008982mg
198,>AT1G28520.1 | Symbols: VOZ1- ATVOZ1 | vascular plant one zinc finger protein | chr1:10029713-10031479 FORWARD LENGTH=486,N.A.,brp:103838946
198,>AT1G28520.1 | Symbols: VOZ1- ATVOZ1 | vascular plant one zinc finger protein | chr1:10029713-10031479 FORWARD LENGTH=486,N.A.,brp:103835313
198,>AT1G28520.1 | Symbols: VOZ1- ATVOZ1 | vascular plant one zinc finger protein | chr1:10029713-10031479 FORWARD LENGTH=486,N.A.,pmum:103343489
198,>AT1G28520.1 | Symbols: VOZ1- ATVOZ1 | vascular plant one zinc finger protein | chr1:10029713-10031479 FORWARD LENGTH=486,N.A.,pper:PRUPE_ppa004946mg
198,>AT1G28520.1 | Symbols: VOZ1- ATVOZ1 | vascular plant one zinc finger protein | chr1:10029713-10031479 FORWARD LENGTH=486,N.A.,tcc:TCM_029785
198,>AT1G28520.1 | Symbols: VOZ1- ATVOZ1 | vascular plant one zinc finger protein | chr1:10029713-10031479 FORWARD LENGTH=486,N.A.,pop:POPTR_0004s05030g
199,>AT1G79600.1 | Symbols:  | Protein kinase superfamily protein | chr1:29950105-29952516 REVERSE LENGTH=711,K08869,ath:AT1G79600
199,>AT1G79600.1 | Symbols:  | Protein kinase superfamily protein | chr1:29950105-29952516 REVERSE LENGTH=711,K08869,aly:ARALYDRAFT_477133
199,>AT1G79600.1 | Symbols:  | Protein kinase superfamily protein | chr1:29950105-29952516 REVERSE LENGTH=711,K08869,crb:CARUB_v10022389mg
199,>AT1G79600.1 | Symbols:  | Protein kinase superfamily protein | chr1:29950105-29952516 REVERSE LENGTH=711,K08869,eus:EUTSA_v10018198mg
199,>AT1G79600.1 | Symbols:  | Protein kinase superfamily protein | chr1:29950105-29952516 REVERSE LENGTH=711,K08869,brp:103830474
199,>AT1G79600.1 | Symbols:  | Protein kinase superfamily protein | chr1:29950105-29952516 REVERSE LENGTH=711,N.A.,brp:103853454
199,>AT1G79600.1 | Symbols:  | Protein kinase superfamily protein | chr1:29950105-29952516 REVERSE LENGTH=711,N.A.,pper:PRUPE_ppa002144mg
199,>AT1G79600.1 | Symbols:  | Protein kinase superfamily protein | chr1:29950105-29952516 REVERSE LENGTH=711,N.A.,cit:102629736
199,>AT1G79600.1 | Symbols:  | Protein kinase superfamily protein | chr1:29950105-29952516 REVERSE LENGTH=711,N.A.,sot:102593860
199,>AT1G79600.1 | Symbols:  | Protein kinase superfamily protein | chr1:29950105-29952516 REVERSE LENGTH=711,N.A.,sly:101248385
200,>AT1G65950.1 | Symbols:  | Protein kinase superfamily protein | chr1:24546860-24551119 REVERSE LENGTH=551,K08869,ath:AT1G65950
200,>AT1G65950.1 | Symbols:  | Protein kinase superfamily protein | chr1:24546860-24551119 REVERSE LENGTH=551,K08869,aly:ARALYDRAFT_475697
200,>AT1G65950.1 | Symbols:  | Protein kinase superfamily protein | chr1:24546860-24551119 REVERSE LENGTH=551,K08869,crb:CARUB_v10020089mg
200,>AT1G65950.1 | Symbols:  | Protein kinase superfamily protein | chr1:24546860-24551119 REVERSE LENGTH=551,K08869,eus:EUTSA_v10018274mg
200,>AT1G65950.1 | Symbols:  | Protein kinase superfamily protein | chr1:24546860-24551119 REVERSE LENGTH=551,K08869,brp:103831075
200,>AT1G65950.1 | Symbols:  | Protein kinase superfamily protein | chr1:24546860-24551119 REVERSE LENGTH=551,K08869,cic:CICLE_v10019576mg
200,>AT1G65950.1 | Symbols:  | Protein kinase superfamily protein | chr1:24546860-24551119 REVERSE LENGTH=551,K08869,cit:102621012
200,>AT1G65950.1 | Symbols:  | Protein kinase superfamily protein | chr1:24546860-24551119 REVERSE LENGTH=551,K08869,pxb:103959912
200,>AT1G65950.1 | Symbols:  | Protein kinase superfamily protein | chr1:24546860-24551119 REVERSE LENGTH=551,K08869,jcu:105636155
200,>AT1G65950.1 | Symbols:  | Protein kinase superfamily protein | chr1:24546860-24551119 REVERSE LENGTH=551,K08869,mdm:103405887
201,>AT1G70850.1 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715429-26716744 REVERSE LENGTH=316,N.A.,ath:AT1G70850
201,>AT1G70850.1 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715429-26716744 REVERSE LENGTH=316,N.A.,aly:ARALYDRAFT_676612
201,>AT1G70850.1 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715429-26716744 REVERSE LENGTH=316,N.A.,aly:ARALYDRAFT_894902
201,>AT1G70850.1 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715429-26716744 REVERSE LENGTH=316,N.A.,eus:EUTSA_v10019454mg
201,>AT1G70850.1 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715429-26716744 REVERSE LENGTH=316,N.A.,crb:CARUB_v100206590m
201,>AT1G70850.1 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715429-26716744 REVERSE LENGTH=316,N.A.,aly:ARALYDRAFT_497302
201,>AT1G70850.1 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715429-26716744 REVERSE LENGTH=316,N.A.,aly:ARALYDRAFT_686617
201,>AT1G70850.1 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715429-26716744 REVERSE LENGTH=316,N.A.,fve:101294261
201,>AT1G70850.1 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715429-26716744 REVERSE LENGTH=316,N.A.,ath:AT1G70830
201,>AT1G70850.1 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715429-26716744 REVERSE LENGTH=316,N.A.,csv:101214822
202,>AT1G09720.1 | Symbols:  | Kinase interacting (KIP1-like) family protein | chr1:3144438-3147303 REVERSE LENGTH=928,N.A.,ath:AT1G09720
202,>AT1G09720.1 | Symbols:  | Kinase interacting (KIP1-like) family protein | chr1:3144438-3147303 REVERSE LENGTH=928,N.A.,aly:ARALYDRAFT_312011
202,>AT1G09720.1 | Symbols:  | Kinase interacting (KIP1-like) family protein | chr1:3144438-3147303 REVERSE LENGTH=928,N.A.,crb:CARUB_v10011130mg
202,>AT1G09720.1 | Symbols:  | Kinase interacting (KIP1-like) family protein | chr1:3144438-3147303 REVERSE LENGTH=928,N.A.,eus:EUTSA_v10009464mg
202,>AT1G09720.1 | Symbols:  | Kinase interacting (KIP1-like) family protein | chr1:3144438-3147303 REVERSE LENGTH=928,N.A.,brp:103871746
202,>AT1G09720.1 | Symbols:  | Kinase interacting (KIP1-like) family protein | chr1:3144438-3147303 REVERSE LENGTH=928,N.A.,brp:103838630
202,>AT1G09720.1 | Symbols:  | Kinase interacting (KIP1-like) family protein | chr1:3144438-3147303 REVERSE LENGTH=928,N.A.,brp:103828824
202,>AT1G09720.1 | Symbols:  | Kinase interacting (KIP1-like) family protein | chr1:3144438-3147303 REVERSE LENGTH=928,N.A.,aly:ARALYDRAFT_475432
202,>AT1G09720.1 | Symbols:  | Kinase interacting (KIP1-like) family protein | chr1:3144438-3147303 REVERSE LENGTH=928,N.A.,ath:AT1G58210
202,>AT1G09720.1 | Symbols:  | Kinase interacting (KIP1-like) family protein | chr1:3144438-3147303 REVERSE LENGTH=928,N.A.,crb:CARUB_v10022360mg
203,>AT1G44085.1 | Symbols:  | glycine-rich protein | chr1:16758110-16758508 REVERSE LENGTH=90,N.A.,ath:AT1G44085
203,>AT1G44085.1 | Symbols:  | glycine-rich protein | chr1:16758110-16758508 REVERSE LENGTH=90,N.A.,ath:AT3G29033
203,>AT1G44085.1 | Symbols:  | glycine-rich protein | chr1:16758110-16758508 REVERSE LENGTH=90,N.A.,tot:TOT_030000732
204,>AT1G77350.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function KRTCAP2 (InterPro:IPR018614); Has 141 Blast hits to 141 proteins in 57 species: Archae - 0; Bacteria - 0; Metazoa - 96; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink). | chr1:29070497-29071545 FORWARD LENGTH=122,N.A.,ath:AT1G77350
204,>AT1G77350.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function KRTCAP2 (InterPro:IPR018614); Has 141 Blast hits to 141 proteins in 57 species: Archae - 0; Bacteria - 0; Metazoa - 96; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink). | chr1:29070497-29071545 FORWARD LENGTH=122,N.A.,aly:ARALYDRAFT_316646
204,>AT1G77350.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function KRTCAP2 (InterPro:IPR018614); Has 141 Blast hits to 141 proteins in 57 species: Archae - 0; Bacteria - 0; Metazoa - 96; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink). | chr1:29070497-29071545 FORWARD LENGTH=122,N.A.,crb:CARUB_v10021156mg
204,>AT1G77350.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function KRTCAP2 (InterPro:IPR018614); Has 141 Blast hits to 141 proteins in 57 species: Archae - 0; Bacteria - 0; Metazoa - 96; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink). | chr1:29070497-29071545 FORWARD LENGTH=122,N.A.,eus:EUTSA_v10019323mg
204,>AT1G77350.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function KRTCAP2 (InterPro:IPR018614); Has 141 Blast hits to 141 proteins in 57 species: Archae - 0; Bacteria - 0; Metazoa - 96; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink). | chr1:29070497-29071545 FORWARD LENGTH=122,N.A.,eus:EUTSA_v10009123mg
204,>AT1G77350.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function KRTCAP2 (InterPro:IPR018614); Has 141 Blast hits to 141 proteins in 57 species: Archae - 0; Bacteria - 0; Metazoa - 96; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink). | chr1:29070497-29071545 FORWARD LENGTH=122,N.A.,brp:103873005
204,>AT1G77350.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function KRTCAP2 (InterPro:IPR018614); Has 141 Blast hits to 141 proteins in 57 species: Archae - 0; Bacteria - 0; Metazoa - 96; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink). | chr1:29070497-29071545 FORWARD LENGTH=122,N.A.,brp:103835736
204,>AT1G77350.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function KRTCAP2 (InterPro:IPR018614); Has 141 Blast hits to 141 proteins in 57 species: Archae - 0; Bacteria - 0; Metazoa - 96; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink). | chr1:29070497-29071545 FORWARD LENGTH=122,N.A.,tcc:TCM_035199
204,>AT1G77350.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function KRTCAP2 (InterPro:IPR018614); Has 141 Blast hits to 141 proteins in 57 species: Archae - 0; Bacteria - 0; Metazoa - 96; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink). | chr1:29070497-29071545 FORWARD LENGTH=122,N.A.,mdm:103401734
204,>AT1G77350.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function KRTCAP2 (InterPro:IPR018614); Has 141 Blast hits to 141 proteins in 57 species: Archae - 0; Bacteria - 0; Metazoa - 96; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink). | chr1:29070497-29071545 FORWARD LENGTH=122,N.A.,fve:101294527
205,>AT1G80420.1 | Symbols: ATXRCC1 | BRCT domain-containing DNA repair protein | chr1:30235444-30237163 REVERSE LENGTH=353,K10803,ath:AT1G80420
205,>AT1G80420.1 | Symbols: ATXRCC1 | BRCT domain-containing DNA repair protein | chr1:30235444-30237163 REVERSE LENGTH=353,K10803,aly:ARALYDRAFT_895951
205,>AT1G80420.1 | Symbols: ATXRCC1 | BRCT domain-containing DNA repair protein | chr1:30235444-30237163 REVERSE LENGTH=353,K10803,crb:CARUB_v10020512mg
205,>AT1G80420.1 | Symbols: ATXRCC1 | BRCT domain-containing DNA repair protein | chr1:30235444-30237163 REVERSE LENGTH=353,K10803,brp:103853256
205,>AT1G80420.1 | Symbols: ATXRCC1 | BRCT domain-containing DNA repair protein | chr1:30235444-30237163 REVERSE LENGTH=353,K10803,eus:EUTSA_v10018735mg
205,>AT1G80420.1 | Symbols: ATXRCC1 | BRCT domain-containing DNA repair protein | chr1:30235444-30237163 REVERSE LENGTH=353,K10803,pmum:103327983
205,>AT1G80420.1 | Symbols: ATXRCC1 | BRCT domain-containing DNA repair protein | chr1:30235444-30237163 REVERSE LENGTH=353,K10803,pper:PRUPE_ppa007133mg
205,>AT1G80420.1 | Symbols: ATXRCC1 | BRCT domain-containing DNA repair protein | chr1:30235444-30237163 REVERSE LENGTH=353,K10803,mdm:103405499
205,>AT1G80420.1 | Symbols: ATXRCC1 | BRCT domain-containing DNA repair protein | chr1:30235444-30237163 REVERSE LENGTH=353,K10803,pxb:103931288
205,>AT1G80420.1 | Symbols: ATXRCC1 | BRCT domain-containing DNA repair protein | chr1:30235444-30237163 REVERSE LENGTH=353,K10803,fve:101301021
206,>AT1G65930.1 | Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410,K00031,ath:AT1G65930
206,>AT1G65930.1 | Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410,K00031,crb:CARUB_v10020383mg
206,>AT1G65930.1 | Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410,K00031,brp:103852304
206,>AT1G65930.1 | Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410,K00031,brp:103831074
206,>AT1G65930.1 | Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410,K00031,brp:103849095
206,>AT1G65930.1 | Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410,K00031,aly:ARALYDRAFT_475696
206,>AT1G65930.1 | Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410,K00031,rcu:RCOM_0113200
206,>AT1G65930.1 | Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410,K00031,jcu:105636154
206,>AT1G65930.1 | Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410,K00031,pop:POPTR_0004s07320g
206,>AT1G65930.1 | Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410,K00031,pmum:103327377
207,>AT1G74930.1 | Symbols: ORA47 | Integrase-type DNA-binding superfamily protein | chr1:28144239-28144826 FORWARD LENGTH=195,N.A.,ath:AT1G74930
207,>AT1G74930.1 | Symbols: ORA47 | Integrase-type DNA-binding superfamily protein | chr1:28144239-28144826 FORWARD LENGTH=195,N.A.,aly:ARALYDRAFT_476631
207,>AT1G74930.1 | Symbols: ORA47 | Integrase-type DNA-binding superfamily protein | chr1:28144239-28144826 FORWARD LENGTH=195,N.A.,crb:CARUB_v10020965mg
207,>AT1G74930.1 | Symbols: ORA47 | Integrase-type DNA-binding superfamily protein | chr1:28144239-28144826 FORWARD LENGTH=195,N.A.,brp:103831951
207,>AT1G74930.1 | Symbols: ORA47 | Integrase-type DNA-binding superfamily protein | chr1:28144239-28144826 FORWARD LENGTH=195,N.A.,brp:103830678
207,>AT1G74930.1 | Symbols: ORA47 | Integrase-type DNA-binding superfamily protein | chr1:28144239-28144826 FORWARD LENGTH=195,N.A.,eus:EUTSA_v10019652mg
207,>AT1G74930.1 | Symbols: ORA47 | Integrase-type DNA-binding superfamily protein | chr1:28144239-28144826 FORWARD LENGTH=195,N.A.,ath:AT1G19210
207,>AT1G74930.1 | Symbols: ORA47 | Integrase-type DNA-binding superfamily protein | chr1:28144239-28144826 FORWARD LENGTH=195,N.A.,aly:ARALYDRAFT_472144
207,>AT1G74930.1 | Symbols: ORA47 | Integrase-type DNA-binding superfamily protein | chr1:28144239-28144826 FORWARD LENGTH=195,N.A.,crb:CARUB_v10011394mg
207,>AT1G74930.1 | Symbols: ORA47 | Integrase-type DNA-binding superfamily protein | chr1:28144239-28144826 FORWARD LENGTH=195,N.A.,eus:EUTSA_v10009812mg
208,>AT1G77410.1 | Symbols: BGAL16 | beta-galactosidase 16 | chr1:29088771-29093148 REVERSE LENGTH=815,N.A.,ath:AT1G77410
208,>AT1G77410.1 | Symbols: BGAL16 | beta-galactosidase 16 | chr1:29088771-29093148 REVERSE LENGTH=815,N.A.,aly:ARALYDRAFT_476906
208,>AT1G77410.1 | Symbols: BGAL16 | beta-galactosidase 16 | chr1:29088771-29093148 REVERSE LENGTH=815,N.A.,crb:CARUB_v10022317mg
208,>AT1G77410.1 | Symbols: BGAL16 | beta-galactosidase 16 | chr1:29088771-29093148 REVERSE LENGTH=815,N.A.,eus:EUTSA_v10018129mg
208,>AT1G77410.1 | Symbols: BGAL16 | beta-galactosidase 16 | chr1:29088771-29093148 REVERSE LENGTH=815,N.A.,tcc:TCM_035164
208,>AT1G77410.1 | Symbols: BGAL16 | beta-galactosidase 16 | chr1:29088771-29093148 REVERSE LENGTH=815,N.A.,cic:CICLE_v10004034mg
208,>AT1G77410.1 | Symbols: BGAL16 | beta-galactosidase 16 | chr1:29088771-29093148 REVERSE LENGTH=815,N.A.,cit:102625048
208,>AT1G77410.1 | Symbols: BGAL16 | beta-galactosidase 16 | chr1:29088771-29093148 REVERSE LENGTH=815,N.A.,pop:POPTR_0002s08120g
208,>AT1G77410.1 | Symbols: BGAL16 | beta-galactosidase 16 | chr1:29088771-29093148 REVERSE LENGTH=815,N.A.,csv:101218881
208,>AT1G77410.1 | Symbols: BGAL16 | beta-galactosidase 16 | chr1:29088771-29093148 REVERSE LENGTH=815,N.A.,sot:102605764
209,>AT1G74840.1 | Symbols:  | Homeodomain-like superfamily protein | chr1:28116201-28117317 REVERSE LENGTH=265,N.A.,ath:AT1G74840
209,>AT1G74840.1 | Symbols:  | Homeodomain-like superfamily protein | chr1:28116201-28117317 REVERSE LENGTH=265,N.A.,aly:ARALYDRAFT_476620
209,>AT1G74840.1 | Symbols:  | Homeodomain-like superfamily protein | chr1:28116201-28117317 REVERSE LENGTH=265,N.A.,crb:CARUB_v10020668mg
209,>AT1G74840.1 | Symbols:  | Homeodomain-like superfamily protein | chr1:28116201-28117317 REVERSE LENGTH=265,N.A.,eus:EUTSA_v10018822mg
209,>AT1G74840.1 | Symbols:  | Homeodomain-like superfamily protein | chr1:28116201-28117317 REVERSE LENGTH=265,N.A.,brp:103831943
